distance,epochs,learning_rate,train_loss_CV,train_loss_SN
2.2099247,1,0.0001,2.512584,0.75083375
1.1022377,2,0.0001,2.511748,0.73632205
0.7541799,3,0.0001,2.503863,0.7337449
0.68530464,4,0.0001,2.4941769,0.73279196
0.64979774,5,0.0001,2.483631,0.7320729
0.62342405,6,0.0001,2.473301,0.7313431
0.5882945,7,0.0001,2.4628983,0.7305993
0.564783,8,0.0001,2.4524834,0.72988015
0.54424435,9,0.0001,2.4422297,0.72918886
0.5233465,10,0.0001,2.4319751,0.72846204
0.4999801,11,0.0001,2.421868,0.7277792
0.4880902,12,0.0001,2.4117253,0.7270859
0.47284657,13,0.0001,2.401772,0.7264508
0.45574817,14,0.0001,2.391914,0.7258003
0.44153494,15,0.0001,2.3820868,0.7251995
0.42291957,16,0.0001,2.3723423,0.724623
0.4025756,17,0.0001,2.3628151,0.72410023
0.38983604,18,0.0001,2.353302,0.72361594
0.37180334,19,0.0001,2.3439445,0.72315705
0.3551821,20,0.0001,2.334656,0.7227423
0.34244356,21,0.0001,2.3255196,0.72237366
0.3243023,22,0.0001,2.3165023,0.72205126
0.3117269,23,0.0001,2.3075535,0.7217586
0.29604906,24,0.0001,2.29872,0.7215131
0.28513643,25,0.0001,2.2900245,0.7212728
0.2711409,26,0.0001,2.2814236,0.7210824
0.2602918,27,0.0001,2.2728746,0.7209155
0.24621853,28,0.0001,2.2645545,0.72079784
0.23740248,29,0.0001,2.2562554,0.72069013
0.22422779,30,0.0001,2.2480476,0.72059673
0.2151989,31,0.0001,2.2400036,0.7205405
0.20477995,32,0.0001,2.2320385,0.72051173
0.19934034,33,0.0001,2.2241337,0.7204666
0.19073457,34,0.0001,2.2163184,0.7204264
0.18424657,35,0.0001,2.2086854,0.72042966
0.17866279,36,0.0001,2.201048,0.72046363
0.1732349,37,0.0001,2.1935945,0.72049266
0.16732259,38,0.0001,2.1862004,0.7205079
0.15845482,39,0.0001,2.1788318,0.7205327
0.156592,40,0.0001,2.1716187,0.7205766
0.14685737,41,0.0001,2.1644802,0.7206204
0.14200243,42,0.0001,2.157398,0.7206589
0.14062555,43,0.0001,2.1504085,0.72072893
0.13773206,44,0.0001,2.1435294,0.7207855
0.13093324,45,0.0001,2.1366978,0.7208193
0.12586989,46,0.0001,2.1299202,0.72086155
0.12303944,47,0.0001,2.1232443,0.7209025
0.12359797,48,0.0001,2.1166165,0.7209364
0.116943195,49,0.0001,2.116641,0.720946
0.11598022,50,0.0001,2.1100655,0.7209781
0.111000426,51,0.0001,2.1035998,0.7210233
0.1057414,52,0.0001,2.0971715,0.72105026
0.10300611,53,0.0001,2.0907586,0.7210307
0.10444551,54,0.0001,2.0844479,0.7210263
0.099963576,55,0.0001,2.084445,0.7210254
0.104599014,56,0.0001,2.078168,0.72100073
0.098673865,57,0.0001,2.0781634,0.7209969
0.09605688,58,0.0001,2.0719435,0.72096956
0.09622955,59,0.0001,2.065757,0.72092736
0.09394552,60,0.0001,2.0657403,0.72091496
0.09080595,61,0.0001,2.0596287,0.7208771
0.09060432,62,0.0001,2.0535402,0.7208109
0.08741127,63,0.0001,2.0475183,0.72075444
0.08429714,64,0.0001,2.0415547,0.72066504
0.081027664,65,0.0001,2.0357106,0.72063565
0.07597652,66,0.0001,2.0298722,0.7205629
0.07615477,67,0.0001,2.0241144,0.7204974
0.07619135,68,0.0001,2.024124,0.7205029
0.07399535,69,0.0001,2.0241091,0.72050107
0.07256708,70,0.0001,2.0183895,0.7204298
0.06992508,71,0.0001,2.0127225,0.72036266
0.07023951,72,0.0001,2.0070956,0.72027624
0.07030296,73,0.0001,2.0071044,0.7202883
0.07451935,74,0.0001,2.0070913,0.72027594
0.069654636,75,0.0001,2.0071135,0.7202935
0.06740291,76,0.0001,2.0014944,0.7201987
0.06552689,77,0.0001,1.9959708,0.7201267
0.066452555,78,0.0001,1.9905008,0.7200527
0.066870816,79,0.0001,1.9905022,0.7200639
0.06357023,80,0.0001,1.9905167,0.7200673
0.06409637,81,0.0001,1.985075,0.71998435
0.07746927,82,0.0001,1.9850832,0.7200058
0.06221924,83,0.0001,1.9851041,0.7200066
0.06384427,84,0.0001,1.9796902,0.7199257
0.06477429,85,0.0001,1.9796993,0.7199328
0.064522006,86,0.0001,1.9796872,0.7199216
0.06535882,87,0.0001,1.9796851,0.7199214
0.05990773,88,0.0001,1.9796815,0.7199228
0.060053743,89,0.0001,1.9742981,0.7198414
0.057528954,90,0.0001,1.9742905,0.71983844
0.05593781,91,0.0001,1.9689766,0.7197712
0.059325162,92,0.0001,1.9636809,0.71967816
0.053328324,93,0.0001,1.9637318,0.71971685
0.0534336,94,0.0001,1.9585075,0.7196427
0.056410037,95,0.0001,1.9585304,0.7196598
0.057587754,96,0.0001,1.9585048,0.71963793
0.051808815,97,0.0001,1.9585122,0.7196418
0.054758795,98,0.0001,1.953327,0.7195814
0.05034929,99,0.0001,1.9533364,0.7195766
0.0526732,100,0.0001,1.9481798,0.71949244
0.053913567,101,0.0001,1.948216,0.71951085
0.05192752,102,0.0001,1.9481678,0.71948504
0.050285283,103,0.0001,1.948188,0.7194913
0.059063446,104,0.0001,1.9430593,0.7194024
0.04880102,105,0.0001,1.9429716,0.71932626
0.047575668,106,0.0001,1.937905,0.7192221
0.0467176,107,0.0001,1.9329504,0.7191972
0.052214887,108,0.0001,1.9280442,0.7191625
0.045096908,109,0.0001,1.9280308,0.7191355
0.04604151,110,0.0001,1.9231071,0.7190327
0.06335645,111,0.0001,1.9231453,0.71906495
0.045491997,112,0.0001,1.9231235,0.71905804
0.061203994,113,0.0001,1.9231104,0.7190379
0.2364388,114,0.0001,1.9229965,0.7190354
0.22095081,115,0.0001,1.9228064,0.71900856
0.08343933,116,0.0001,1.9228488,0.71890455
0.04499286,117,0.0001,1.9230974,0.719039
0.0444883,118,0.0001,1.9181706,0.7189378
0.038601447,119,0.0001,1.9133729,0.7189012
0.040057983,120,0.0001,1.9086243,0.7188621
0.037702817,121,0.0001,1.90863,0.71886647
0.037216976,122,0.0001,1.9039342,0.7188278
0.03554458,123,0.0001,1.8992825,0.71878624
0.037891626,124,0.0001,1.8946024,0.7186598
0.038955063,125,0.0001,1.8946375,0.71870005
0.03485275,126,0.0001,1.8947108,0.71876526
0.0331358,127,0.0001,1.8901863,0.7187663
0.037600014,128,0.0001,1.8855977,0.7186501
0.032458678,129,0.0001,1.8855193,0.7185634
0.03461556,130,0.0001,1.8809125,0.7183879
0.034101512,131,0.0001,1.8810823,0.71855354
0.12930375,132,0.0001,1.8818203,0.7192836
0.05976458,133,0.0001,1.8827444,0.7202275
0.062617846,134,0.0001,1.8811349,0.7186046
0.16487285,135,0.0001,1.8806932,0.7183855
0.03383807,136,0.0001,1.8807255,0.7182011
0.036355592,137,0.0001,1.8808916,0.71838224
0.039998867,138,0.0001,1.8810353,0.718523
0.051073484,139,0.0001,1.881334,0.71883714
0.160452,140,0.0001,1.8802191,0.71768504
0.12849781,141,0.0001,1.8808191,0.7182546
0.06409451,142,0.0001,1.8812563,0.71875083
0.05046622,143,0.0001,1.8806223,0.71836793
0.07384936,144,0.0001,1.880757,0.71825194
0.046762753,145,0.0001,1.8807907,0.71831083
0.04202924,146,0.0001,1.880863,0.7183846
0.042324618,147,0.0001,1.8808724,0.7183997
0.13677838,148,0.0001,1.880834,0.7184028
0.08385471,149,0.0001,1.8807104,0.7183116
0.055917073,150,0.0001,1.8806958,0.71825534
0.1202784,151,0.0001,1.880694,0.7183072
0.06395756,152,0.0001,1.8806703,0.7182601
0.03379035,153,0.0001,1.8806978,0.71824723
0.029420562,154,0.0001,1.8808092,0.7183598
0.03083471,155,0.0001,1.8762385,0.71830803
0.05345152,156,0.0001,1.8762765,0.7183545
0.030413276,157,0.0001,1.8762051,0.7182765
0.03221918,158,0.0001,1.8762196,0.71829087
0.03295899,159,0.0001,1.8762335,0.7183231
0.33100358,160,0.0001,1.8761766,0.71825886
0.127163,161,0.0001,1.8758276,0.7181557
0.04377146,162,0.0001,1.8762823,0.71839803
0.034190476,163,0.0001,1.8762479,0.7183302
0.037127573,164,0.0001,1.8762308,0.71833146
0.032940537,165,0.0001,1.8762234,0.7183081
0.054111656,166,0.0001,1.8762224,0.7183324
0.042856373,167,0.0001,1.8761995,0.7183021
0.03151943,168,0.0001,1.8761823,0.7182809
0.0471343,169,0.0001,1.8761858,0.71828717
0.037251472,170,0.0001,1.8761158,0.71825826
0.02889682,171,0.0001,1.876116,0.7182355
0.03761672,172,0.0001,1.8714861,0.7181645
0.08159864,173,0.0001,1.8714913,0.7181548
0.049239907,174,0.0001,1.8713027,0.7181197
0.0742378,175,0.0001,1.8712888,0.7180136
0.037151482,176,0.0001,1.8714788,0.71816176
0.027793232,177,0.0001,1.8714758,0.7181514
0.045971416,178,0.0001,1.8669419,0.71814525
0.04058245,179,0.0001,1.8669379,0.71812135
0.039235946,180,0.0001,1.86694,0.718137
0.033319555,181,0.0001,1.8669164,0.71812254
0.029612435,182,0.0001,1.8669001,0.71811366
0.057620797,183,0.0001,1.8669249,0.718123
0.055043746,184,0.0001,1.8666875,0.71807307
0.044068623,185,0.0001,1.8666528,0.7179321
0.059693243,186,0.0001,1.8668714,0.7180737
0.029046446,187,0.0001,1.8668156,0.7180479
0.037582964,188,0.0001,1.8668706,0.71809083
0.029470554,189,0.0001,1.8668921,0.7181106
0.060985886,190,0.0001,1.8669074,0.7181361
0.090265125,191,0.0001,1.8667836,0.7180601
0.037781905,192,0.0001,1.8667289,0.7180168
0.026606496,193,0.0001,1.866799,0.71802473
0.038732525,194,0.0001,1.8622193,0.7179819
0.028877666,195,0.0001,1.8622237,0.71797943
0.027379254,196,0.0001,1.8622388,0.71798736
0.03891467,197,0.0001,1.8622804,0.71803117
0.07599817,198,0.0001,1.8621218,0.7179715
0.088745885,199,0.0001,1.862085,0.71790385
0.07562286,200,0.0001,1.8620216,0.7178483
0.031891357,201,0.0001,1.862145,0.7179197
0.025799137,202,0.0001,1.8621881,0.7179519
0.031263907,203,0.0001,1.8577611,0.71802235
0.027174942,204,0.0001,1.8578042,0.718057
0.032154016,205,0.0001,1.8578744,0.7181365
0.034081597,206,0.0001,1.8577752,0.71803623
0.028221963,207,0.0001,1.8576505,0.71792054
0.037125614,208,0.0001,1.8576238,0.717895
0.08749226,209,0.0001,1.8575883,0.7179076
0.15797369,210,0.0001,1.8573564,0.71780896
0.071727544,211,0.0001,1.8576264,0.7178944
0.10719893,212,0.0001,1.858514,0.7187916
0.27161756,213,0.0001,1.8574681,0.71772826
0.10276706,214,0.0001,1.8534262,0.71360075
0.1790799,215,0.0001,1.8549434,0.71517706
0.14272167,216,0.0001,1.8548505,0.7150432
0.16292194,217,0.0001,1.8549387,0.7152972
0.37588164,218,0.0001,1.8562726,0.7170468
0.5272291,219,0.0001,1.8521734,0.7125252
0.08023465,220,0.0001,1.857618,0.71785367
0.047631383,221,0.0001,1.8576908,0.7178986
0.027785175,222,0.0001,1.8577243,0.7179301
0.02265486,223,0.0001,1.8577095,0.7179313
0.020118624,224,0.0001,1.8533186,0.71788585
0.024998536,225,0.0001,1.8490175,0.71787083
0.022878902,226,0.0001,1.8490083,0.717871
0.027903022,227,0.0001,1.849023,0.7178691
0.020289361,228,0.0001,1.849005,0.71786726
0.020698005,229,0.0001,1.849011,0.7178669
0.021471312,230,0.0001,1.849011,0.71787244
0.025664303,231,0.0001,1.8490071,0.71787494
0.020656522,232,0.0001,1.8490015,0.71786463
0.019164436,233,0.0001,1.8490037,0.71787095
0.021464886,234,0.0001,1.8447475,0.71787596
0.023015292,235,0.0001,1.8447492,0.7178692
0.019236008,236,0.0001,1.8447533,0.71788067
0.019216105,237,0.0001,1.8447537,0.7178865
0.024659317,238,0.0001,1.8447295,0.71785355
0.019850828,239,0.0001,1.8447541,0.71788746
0.019506583,240,0.0001,1.84475,0.7178845
0.029227793,241,0.0001,1.844762,0.7178922
0.022482952,242,0.0001,1.8447138,0.71786326
0.019903013,243,0.0001,1.844688,0.7178293
0.025229195,244,0.0001,1.8447181,0.7178552
0.018335255,245,0.0001,1.8447306,0.7178767
0.026138067,246,0.0001,1.8405148,0.71790445
0.019097282,247,0.0001,1.8404461,0.7178379
0.02871813,248,0.0001,1.8404626,0.7178454
0.020426007,249,0.0001,1.8403846,0.7177914
0.034010712,250,0.0001,1.8403778,0.7177666
0.1374185,251,0.0001,1.8402668,0.71773934
0.12011513,252,0.0001,1.8402693,0.7177218
0.13833666,253,0.0001,1.8400633,0.71760875
0.026560668,254,0.0001,1.8402901,0.7177105
0.028991645,255,0.0001,1.84026,0.7176758
0.028515847,256,0.0001,1.8404261,0.7178217
0.020173252,257,0.0001,1.8403827,0.71779656
0.023223344,258,0.0001,1.8404404,0.7178474
0.019507896,259,0.0001,1.8404808,0.7178882
0.03679492,260,0.0001,1.8405154,0.7179228
0.06357198,261,0.0001,1.8403399,0.7177949
0.12690352,262,0.0001,1.8402123,0.7177192
0.1482539,263,0.0001,1.8402609,0.71771103
0.033278793,264,0.0001,1.8400536,0.717641
0.029816732,265,0.0001,1.8403021,0.71771795
0.036777724,266,0.0001,1.8402693,0.7177116
0.021865716,267,0.0001,1.8404115,0.71783066
0.018562542,268,0.0001,1.8404353,0.71786517
0.027487883,269,0.0001,1.840459,0.71789116
0.020585567,270,0.0001,1.8404195,0.71784806
0.033366997,271,0.0001,1.8404356,0.717863
0.12023968,272,0.0001,1.8402792,0.71778566
0.100008756,273,0.0001,1.8401829,0.7176903
0.02980573,274,0.0001,1.8400996,0.7175967
0.023756068,275,0.0001,1.8403394,0.71777517
0.020092234,276,0.0001,1.8403791,0.71782404
0.018732762,277,0.0001,1.8404446,0.717886
0.02143346,278,0.0001,1.8404408,0.7178921
0.034585696,279,0.0001,1.8403507,0.7177903
0.22938289,280,0.0001,1.8402638,0.7177959
0.27660704,281,0.0001,1.8373197,0.7149304
0.697591,282,0.0001,1.8379642,0.71538293
0.34808165,283,0.0001,1.8412641,0.71859586
0.1922511,284,0.0001,1.8380125,0.71558994
0.12885755,285,0.0001,1.8368653,0.71420366
0.14752036,286,0.0001,1.8413429,0.71872056
0.14558491,287,0.0001,1.8381525,0.71556526
0.095643364,288,0.0001,1.8363138,0.7136518
0.029116457,289,0.0001,1.8403138,0.7177094
0.019439593,290,0.0001,1.8403505,0.7177506
0.019399807,291,0.0001,1.8404214,0.7178254
0.018203812,292,0.0001,1.8404547,0.7178625
0.022274958,293,0.0001,1.8362192,0.7178493
0.018778281,294,0.0001,1.8362527,0.7178772
0.017696017,295,0.0001,1.8362732,0.71789485
0.020829828,296,0.0001,1.8322574,0.71805173
0.06334743,297,0.0001,1.8325078,0.71829915
0.11921176,298,0.0001,1.830897,0.7166326
0.08506346,299,0.0001,1.8303307,0.71608984
0.02614954,300,0.0001,1.8319689,0.717752
0.025692988,301,0.0001,1.8319876,0.71777433
0.017190369,302,0.0001,1.8320026,0.7178
0.017884355,303,0.0001,1.8277508,0.71766657
0.016790953,304,0.0001,1.8278328,0.7177409
0.037189566,305,0.0001,1.8240697,0.71805024
0.1593994,306,0.0001,1.8229563,0.7168907
0.099154666,307,0.0001,1.8193662,0.7132806
0.032647908,308,0.0001,1.8233571,0.7173204
0.024449686,309,0.0001,1.8235067,0.71747714
0.17821558,310,0.0001,1.8235563,0.71758944
0.13319668,311,0.0001,1.8233975,0.71737933
0.10935201,312,0.0001,1.8232255,0.71741277
0.05689397,313,0.0001,1.8235168,0.71751004
0.022695486,314,0.0001,1.8235552,0.71753085
0.022450823,315,0.0001,1.8235874,0.71758074
0.019000636,316,0.0001,1.82369,0.7176727
0.04687638,317,0.0001,1.8237008,0.71768135
0.026517848,318,0.0001,1.8235728,0.71757644
0.057011325,319,0.0001,1.8235245,0.7175424
0.03659425,320,0.0001,1.8235283,0.71754146
0.02997806,321,0.0001,1.8235885,0.71757674
0.184192,322,0.0001,1.8235253,0.71758425
0.08299331,323,0.0001,1.8233942,0.71739566
0.024299214,324,0.0001,1.823301,0.717379
0.017299611,325,0.0001,1.823494,0.7174969
0.016492723,326,0.0001,1.8236414,0.71764594
0.019620912,327,0.0001,1.8194112,0.7174901
0.017957151,328,0.0001,1.8195157,0.7175935
0.044027213,329,0.0001,1.8197727,0.71785474
0.12562612,330,0.0001,1.8188521,0.716882
0.58415294,331,0.0001,1.8177785,0.7159752
0.33667567,332,0.0001,1.8176106,0.7159589
0.36836213,333,0.0001,1.8187441,0.71668875
0.27893627,334,0.0001,1.8168263,0.7151226
0.50646013,335,0.0001,1.8176975,0.71565783
0.07331837,336,0.0001,1.8192048,0.71727955
0.023596754,337,0.0001,1.8194414,0.71742684
0.016499065,338,0.0001,1.8195091,0.7174997
0.015661322,339,0.0001,1.8195606,0.71755505
0.01668024,340,0.0001,1.8158222,0.7176727
0.020423874,341,0.0001,1.8159169,0.7177648
0.19859102,342,0.0001,1.8165101,0.7183372
0.030265432,343,0.0001,1.8160284,0.7179009
0.019799717,344,0.0001,1.815538,0.71739084
0.017031362,345,0.0001,1.815676,0.71752423
0.015427444,346,0.0001,1.8157498,0.717606
0.02917706,347,0.0001,1.8121457,0.71783364
0.15511684,348,0.0001,1.8113256,0.7169642
0.08904795,349,0.0001,1.809091,0.714733
0.02609003,350,0.0001,1.8117629,0.71744
0.019479774,351,0.0001,1.8117638,0.7174522
0.015210106,352,0.0001,1.8118787,0.71756256
0.024759015,353,0.0001,1.8080374,0.71752834
0.04349088,354,0.0001,1.8083235,0.71781015
0.12481942,355,0.0001,1.8066387,0.7160629
0.10420774,356,0.0001,1.8050946,0.7145489
0.032019697,357,0.0001,1.8077793,0.7172592
0.015275992,358,0.0001,1.8078098,0.7172974
0.013970042,359,0.0001,1.8079423,0.7174349
0.017709501,360,0.0001,1.8041815,0.71745133
0.032384366,361,0.0001,1.8043919,0.717659
0.16519937,362,0.0001,1.8035711,0.7167915
0.08303037,363,0.0001,1.8027636,0.7159938
0.030751642,364,0.0001,1.8041291,0.71738905
0.014504491,365,0.0001,1.8039643,0.71723807
0.02846766,366,0.0001,1.8040787,0.7173556
0.016773397,367,0.0001,1.8040975,0.717371
0.01959938,368,0.0001,1.8041439,0.7174216
0.014089323,369,0.0001,1.8041722,0.71744776
0.021101123,370,0.0001,1.8041918,0.71747184
0.022306744,371,0.0001,1.8042948,0.7175759
0.17002068,372,0.0001,1.8035218,0.7167697
0.10007378,373,0.0001,1.8003684,0.7135941
0.07345818,374,0.0001,1.8037415,0.7170187
0.18752906,375,0.0001,1.8034769,0.7172977
0.09386328,376,0.0001,1.8010515,0.7143057
0.025852134,377,0.0001,1.8037239,0.7170116
0.01828657,378,0.0001,1.8039373,0.7172229
0.013763728,379,0.0001,1.8040411,0.71733505
0.021004686,380,0.0001,1.800237,0.7173289
0.017019877,381,0.0001,1.8003595,0.71743834
0.22182979,382,0.0001,1.8004072,0.7174529
0.122505024,383,0.0001,1.7957551,0.71279657
0.12082072,384,0.0001,1.798236,0.71529293
0.08636363,385,0.0001,1.7976447,0.7146891
0.027655046,386,0.0001,1.799921,0.71700794
0.046033442,387,0.0001,1.8000382,0.71713513
0.016973102,388,0.0001,1.8000613,0.71716315
0.015838407,389,0.0001,1.8000908,0.717185
0.050708104,390,0.0001,1.8001864,0.7172891
0.18216202,391,0.0001,1.7999414,0.71717054
0.10985728,392,0.0001,1.799857,0.7170851
0.06316028,393,0.0001,1.7999823,0.71706915
0.06393214,394,0.0001,1.7999101,0.71706384
0.048026837,395,0.0001,1.8000412,0.7171357
0.021077128,396,0.0001,1.7999932,0.71711695
0.0135450605,397,0.0001,1.8001324,0.71723574
0.017351944,398,0.0001,1.7963355,0.7172404
0.038880527,399,0.0001,1.7965627,0.71746385
0.15965156,400,0.0001,1.7959341,0.716797
0.22821914,401,0.0001,1.792111,0.71297604
0.24595456,402,0.0001,1.7946947,0.71562177
0.43481144,403,0.0001,1.7923279,0.7148249
0.10170211,404,0.0001,1.7955009,0.71643573
0.20365919,405,0.0001,1.7957178,0.71667606
0.051506244,406,0.0001,1.7959273,0.71670794
0.025722403,407,0.0001,1.796272,0.7170909
0.013365792,408,0.0001,1.7962763,0.717105
0.013468327,409,0.0001,1.7925941,0.7170302
0.013331471,410,0.0001,1.7926183,0.71705055
0.013290004,411,0.0001,1.7890663,0.7170738
0.013730958,412,0.0001,1.7856113,0.71716267
0.014723546,413,0.0001,1.7856835,0.7172309
0.030161567,414,0.0001,1.7858312,0.7173827
0.20045266,415,0.0001,1.7866486,0.7181705
0.027941689,416,0.0001,1.7853638,0.7169383
0.014252724,417,0.0001,1.7853837,0.7169353
0.020963905,418,0.0001,1.7854894,0.71704596
0.012934343,419,0.0001,1.7855456,0.7170999
0.01729707,420,0.0001,1.7821748,0.717261
0.213172,421,0.0001,1.7829539,0.7180093
0.026450189,422,0.0001,1.7819982,0.7171054
0.016265692,423,0.0001,1.781807,0.7168918
0.013649416,424,0.0001,1.781921,0.7170093
0.013919691,425,0.0001,1.7820189,0.7171079
0.017396202,426,0.0001,1.7821503,0.7172397
0.36242557,427,0.0001,1.7828952,0.71793854
0.06439522,428,0.0001,1.7803578,0.71546257
0.022281287,429,0.0001,1.7818974,0.7169874
0.016530776,430,0.0001,1.7818686,0.7169662
0.01584471,431,0.0001,1.7819797,0.71707386
0.016797611,432,0.0001,1.7820901,0.7171922
0.0879622,433,0.0001,1.7826716,0.7177727
0.11559325,434,0.0001,1.7810919,0.71612906
0.11900671,435,0.0001,1.7788694,0.7139121
0.38546774,436,0.0001,1.7811579,0.7162489
0.29426154,437,0.0001,1.7779995,0.71334296
0.12210306,438,0.0001,1.780372,0.7155214
0.1220857,439,0.0001,1.7804053,0.715497
0.04310929,440,0.0001,1.781623,0.7166981
0.01703402,441,0.0001,1.7817323,0.7168239
0.013120678,442,0.0001,1.7818884,0.71698433
0.012920266,443,0.0001,1.7819879,0.7170847
0.013286596,444,0.0001,1.7784977,0.7171255
0.021681827,445,0.0001,1.778687,0.71731585
0.5532863,446,0.0001,1.7791735,0.71770436
0.107807055,447,0.0001,1.7734271,0.71206206
0.025161728,448,0.0001,1.7782124,0.71684176
0.018877393,449,0.0001,1.7783017,0.7169273
0.017233478,450,0.0001,1.7783839,0.71701974
0.01379251,451,0.0001,1.7784748,0.71710914
0.029660156,452,0.0001,1.7786748,0.71731275
0.25376657,453,0.0001,1.7789637,0.7175523
0.122137494,454,0.0001,1.773248,0.7118763
0.12505579,455,0.0001,1.7747669,0.71338636
0.089019775,456,0.0001,1.7754846,0.71410114
0.23878387,457,0.0001,1.7752967,0.7139588
0.11364346,458,0.0001,1.7752057,0.7138151
0.11151666,459,0.0001,1.7735575,0.7121597
0.028794099,460,0.0001,1.7779961,0.71663815
0.014224839,461,0.0001,1.7782484,0.7168895
0.013840813,462,0.0001,1.7783486,0.7169952
0.017359983,463,0.0001,1.7784418,0.71708703
0.017014002,464,0.0001,1.7785851,0.71723425
0.30702502,465,0.0001,1.7793518,0.71796584
0.033236787,466,0.0001,1.7780726,0.716747
0.014117578,467,0.0001,1.7781531,0.71680516
0.03451685,468,0.0001,1.7783127,0.7169717
0.015571113,469,0.0001,1.7783884,0.71704257
0.019815367,470,0.0001,1.7784411,0.7170933
0.015549668,471,0.0001,1.7785645,0.7172262
0.2776954,472,0.0001,1.7793308,0.71796405
0.028912053,473,0.0001,1.778289,0.7169826
0.07704366,474,0.0001,1.7781777,0.71685314
0.08474159,475,0.0001,1.7780052,0.71685123
0.01930077,476,0.0001,1.7780557,0.71671927
0.0181959,477,0.0001,1.7782742,0.7169412
0.016588246,478,0.0001,1.778374,0.7170364
0.015429708,479,0.0001,1.77851,0.71718067
0.35246006,480,0.0001,1.7792397,0.7178702
0.106475465,481,0.0001,1.7747208,0.71338546
0.122408316,482,0.0001,1.7780293,0.7167199
0.23728044,483,0.0001,1.7779901,0.7168151
0.10720536,484,0.0001,1.7777175,0.71665716
0.020670163,485,0.0001,1.7781197,0.71678936
0.0125465365,486,0.0001,1.7782383,0.71691805
0.013400294,487,0.0001,1.7745112,0.71679384
0.018529145,488,0.0001,1.7745876,0.7168667
0.017536635,489,0.0001,1.7746713,0.71695024
0.07852519,490,0.0001,1.7749822,0.7172699
0.13060051,491,0.0001,1.773933,0.7161803
0.08666035,492,0.0001,1.7732633,0.7155086
0.033344913,493,0.0001,1.774389,0.71666694
0.021288825,494,0.0001,1.7743773,0.71666676
0.03429607,495,0.0001,1.7745097,0.7167868
0.013522837,496,0.0001,1.7745285,0.7168237
0.014753736,497,0.0001,1.7745857,0.71687603
0.028930971,498,0.0001,1.7746372,0.7169329
0.051873516,499,0.0001,1.7745312,0.7168349
0.06698345,500,0.0001,1.7743759,0.71670526
